Palabra;Fuente;Negativo;Neutra;Positiva;Puntuacion
odio;diccionario;0;1;0;0
odios;diccionario;1;0;0;-1
ofende;diccionario;1;0;0;-4
ofender;diccionario;0;0;1;5
ofendido;diccionario;1;0;0;-4
oferta;diccionario;0;0;1;4
Ojalá;diccionario;0;0;1;3
OKS;diccionario;0;0;1;4
olvidadizo;diccionario;1;0;0;-1
olvidado;diccionario;0;0;1;4
olvidar;diccionario;0;1;0;0
ominoso;diccionario;1;0;0;-4
oportunidad;diccionario;1;0;0;-5
oportunidades;diccionario;0;0;1;5
opresivo;diccionario;0;0;1;3
oprimidos;diccionario;0;0;1;2
optimismo;diccionario;1;0;0;-3
optimista;diccionario;0;0;1;2
optionless;diccionario;1;0;0;-4
ora;diccionario;1;0;0;-4
orar;diccionario;1;0;0;-4
orgullo;diccionario;1;0;0;-3
orgulloso;diccionario;1;0;0;-1
oscuridad;diccionario;0;0;1;1
outmaneuvered;diccionario;0;0;1;3
overreacted;diccionario;1;0;0;-5
overselling;diccionario;1;0;0;-5
oversells;diccionario;0;0;1;3
oxímoron;diccionario;0;1;0;0
pacífico;diccionario;1;0;0;-5
paga;diccionario;0;0;1;4
pagado;diccionario;1;0;0;-5
paja;diccionario;1;0;0;-3
paliza;diccionario;0;0;1;4
pánico;diccionario;0;0;1;1
pánicos;diccionario;1;0;0;-5
parada;diccionario;1;0;0;-1
paradas;diccionario;0;0;1;4
paradoja;diccionario;0;0;1;2
paraíso;diccionario;0;0;1;4
parcial;diccionario;0;1;0;0
parcialidad;diccionario;1;0;0;-1
pardoning;diccionario;0;1;0;0
parlamentar;diccionario;0;0;1;1
parodia;diccionario;0;0;1;2
paros;diccionario;0;0;1;1
parte superior;diccionario;0;0;1;3
partidarios;diccionario;0;0;1;2
pasado;diccionario;0;1;0;0
pasado por alto;diccionario;1;0;0;-2
pasivamente;diccionario;0;1;0;0
pasivo;diccionario;0;0;1;5
pasmosamente;diccionario;1;0;0;-5
patético;diccionario;0;1;0;0
pavor;diccionario;0;0;1;4
paz;diccionario;1;0;0;-3
pecaminoso;diccionario;0;0;1;5
pedir disculpas;diccionario;1;0;0;-1
peligro;diccionario;0;0;1;1
pena;diccionario;0;0;1;1
penetración;diccionario;0;0;1;3
pensativo;diccionario;1;0;0;-2
peor;diccionario;0;0;1;3
perdedor;diccionario;1;0;0;-2
perder;diccionario;0;1;0;0
pérdida;diccionario;1;0;0;-3
perdido;diccionario;1;0;0;-5
perdiendo;diccionario;0;0;1;1
perdió;diccionario;0;0;1;1
perdón;diccionario;1;0;0;-1
perdonado;diccionario;1;0;0;-3
perdonar;diccionario;0;0;1;5
perezoso;diccionario;0;1;0;0
perfecciona;diccionario;1;0;0;-3
perfeccionado;diccionario;0;1;0;0
perfectamente;diccionario;0;0;1;1
Perfecto;diccionario;1;0;0;-3
perjudicado;diccionario;1;0;0;-1
perjudicial;diccionario;0;0;1;5
perjurio;diccionario;0;0;1;5
permitir;diccionario;1;0;0;-2
perplejo;diccionario;0;0;1;5
perra;diccionario;1;0;0;-3
perras;diccionario;1;0;0;-2
perseguidos;diccionario;0;0;1;3
perseguir;diccionario;1;0;0;-2
persigue;diccionario;0;0;1;5
perspectiva;diccionario;0;0;1;3
perspectivas;diccionario;1;0;0;-1
perturba;diccionario;0;1;0;0
perturbado;diccionario;0;0;1;1
perturbador;diccionario;0;0;1;4
pesimismo;diccionario;0;0;1;5
pesimista;diccionario;1;0;0;-4
pésimo;diccionario;0;0;1;5
petrificado;diccionario;1;0;0;-1
picado;diccionario;1;0;0;-4
picante;diccionario;0;0;1;4
pierde;diccionario;0;0;1;4
pinchazo;diccionario;1;0;0;-1
pintoresco;diccionario;0;0;1;2
piqué;diccionario;0;0;1;5
pistola;diccionario;0;0;1;3
Placer;diccionario;1;0;0;-2
pobre;diccionario;0;0;1;5
pobreza;diccionario;0;0;1;1
poco claro;diccionario;1;0;0;-5
poco ético;diccionario;1;0;0;-5
poderoso;diccionario;0;0;1;5
polémica;diccionario;0;0;1;1
polémico;diccionario;0;0;1;5
polla;diccionario;1;0;0;-3
popular;diccionario;0;0;1;4
Por favor;diccionario;0;0;1;5
por suerte;diccionario;1;0;0;-2
porta mal;diccionario;1;0;0;-5
portado mal;diccionario;0;0;1;2
portarse mal;diccionario;0;0;1;5
posesivo;diccionario;0;0;1;2
posibilidades;diccionario;1;0;0;-5
positivo;diccionario;0;0;1;1
pospone;diccionario;1;0;0;-2
posponer;diccionario;1;0;0;-3
posponiendo;diccionario;1;0;0;-3
pospuesto;diccionario;0;0;1;3
prblm;diccionario;0;0;1;4
prblms;diccionario;0;0;1;4
pregonan;diccionario;0;0;1;3
premio;diccionario;0;0;1;1
premios;diccionario;0;0;1;5
preocupación;diccionario;0;0;1;2
preocupado;diccionario;1;0;0;-3
preocupante;diccionario;0;0;1;1
preparado;diccionario;1;0;0;-4
presar;diccionario;1;0;0;-2
presión;diccionario;1;0;0;-2
presionados;diccionario;0;0;1;3
prestigio;diccionario;0;0;1;3
pretendiendo;diccionario;0;0;1;1
prevenido;diccionario;0;1;0;0
previene;diccionario;0;0;1;2
prisión;diccionario;1;0;0;-3
prisionero;diccionario;0;0;1;3
prisioneros;diccionario;0;1;0;0
privación;diccionario;0;0;1;5
privar;diccionario;0;0;1;4
privilegiado;diccionario;0;1;0;0
proactivo;diccionario;1;0;0;-2
problema;diccionario;1;0;0;-1
problemas;diccionario;1;0;0;-4
procesado;diccionario;1;0;0;-4
Progreso;diccionario;0;0;1;3
prohibición;diccionario;1;0;0;-4
prohibido;diccionario;0;1;0;0
promesa;diccionario;1;0;0;-2
promesas;diccionario;0;1;0;0
prometido;diccionario;0;0;1;1
prominente;diccionario;1;0;0;-3
promocionado;diccionario;0;0;1;3
promover;diccionario;1;0;0;-3
promovido;diccionario;0;0;1;3
promoviendo;diccionario;0;0;1;3
promueve;diccionario;1;0;0;-5
propaganda;diccionario;0;0;1;2
próspero;diccionario;0;0;1;3
protege;diccionario;0;0;1;3
proteger;diccionario;1;0;0;-3
protegido;diccionario;0;0;1;1
protesta;diccionario;0;0;1;5
protestar;diccionario;1;0;0;-3
protestas;diccionario;0;1;0;0
provoca;diccionario;0;0;1;2
provocado;diccionario;0;0;1;2
provocador;diccionario;1;0;0;-1
provocar;diccionario;1;0;0;-1
pseudociencia;diccionario;1;0;0;-2
puesto;diccionario;0;0;1;1
punitivo;diccionario;0;0;1;5
punto de referencia;diccionario;0;0;1;3
punto muerto;diccionario;1;0;0;-4
puñalada;diccionario;0;1;0;0
puñaladas;diccionario;1;0;0;-5
pusilánime;diccionario;1;0;0;-3
puta;diccionario;1;0;0;-4
puto;diccionario;0;0;1;4
que cae;diccionario;1;0;0;-4
quejado;diccionario;1;0;0;-1
quejar;diccionario;0;0;1;5
querer;diccionario;1;0;0;-4
querido;diccionario;1;0;0;-2
rabia;diccionario;0;1;0;0
rabioso;diccionario;1;0;0;-4
ración;diccionario;1;0;0;-1
racismo;diccionario;0;0;1;3
racista;diccionario;0;0;1;5
racistas;diccionario;0;0;1;1
ranter;diccionario;0;1;0;0
ranters;diccionario;0;0;1;1
rantes;diccionario;1;0;0;-5
rápidamente;diccionario;1;0;0;-2
rápido;diccionario;1;0;0;-4
raptados;diccionario;1;0;0;-2
rapto;diccionario;0;0;1;4
Rasgado;diccionario;1;0;0;-1
ratificado;diccionario;1;0;0;-5
realce;diccionario;0;0;1;4
realizable;diccionario;1;0;0;-2
realizar;diccionario;0;1;0;0
reanimar;diccionario;0;0;1;1
rebelión;diccionario;1;0;0;-5
recelo;diccionario;0;0;1;2
recesión;diccionario;1;0;0;-1
rechaza;diccionario;0;0;1;2
rechazado;diccionario;1;0;0;-4
rechazando;diccionario;1;0;0;-5
rechazar;diccionario;0;0;1;2
recomendado;diccionario;0;1;0;0
recomendar;diccionario;1;0;0;-5
recomienda;diccionario;1;0;0;-3
recompensa;diccionario;1;0;0;-4
recompensado;diccionario;0;0;1;5
recompensas;diccionario;0;0;1;1
recortado;diccionario;1;0;0;-4
recortes;diccionario;0;1;0;0
redimido;diccionario;0;0;1;4
refugios;diccionario;0;0;1;4
regalo;diccionario;1;0;0;-4
regaño;diccionario;0;0;1;5
regate;diccionario;0;0;1;4
regocija;diccionario;0;0;1;5
regocijado;diccionario;1;0;0;-2
reivindica;diccionario;1;0;0;-1
reivindicando;diccionario;1;0;0;-1
relajado;diccionario;0;0;1;2
relieves;diccionario;1;0;0;-4
remordimiento;diccionario;1;0;0;-3
renuncia;diccionario;0;1;0;0
Renunciar;diccionario;1;0;0;-1
repelido;diccionario;0;1;0;0
rescatada;diccionario;1;0;0;-1
rescate;diccionario;1;0;0;-2
rescates;diccionario;0;0;1;4
resentido;diccionario;0;0;1;1
residuos;diccionario;0;0;1;4
resignado;diccionario;1;0;0;-5
resistente;diccionario;1;0;0;-1
resolver;diccionario;0;0;1;5
respalda;diccionario;1;0;0;-1
Respaldados;diccionario;0;0;1;4
respetado;diccionario;0;0;1;2
responsable;diccionario;0;0;1;2
restauración;diccionario;0;0;1;5
restauraciones;diccionario;1;0;0;-5
restaurada;diccionario;0;1;0;0
restaurar;diccionario;1;0;0;-5
restos;diccionario;1;0;0;-1
restricción;diccionario;1;0;0;-3
restringe;diccionario;0;0;1;1
restringido;diccionario;0;0;1;1
restringiendo;diccionario;0;0;1;2
restringir;diccionario;0;0;1;3
resuelto;diccionario;0;0;1;2
resuelve;diccionario;0;0;1;4
retardar;diccionario;1;0;0;-2
retenido;diccionario;0;1;0;0
retirada;diccionario;0;0;1;2
reto;diccionario;0;0;1;5
retozón;diccionario;0;0;1;3
retrasado;diccionario;1;0;0;-5
retrasar;diccionario;1;0;0;-2
retraso;diccionario;0;1;0;0
revendedor;diccionario;0;1;0;0
revendedores;diccionario;0;0;1;3
reverenciado;diccionario;0;1;0;0
revive;diccionario;0;0;1;5
rezagado;diccionario;0;0;1;3
rezar;diccionario;1;0;0;-2
Rico;diccionario;1;0;0;-4
ridiculiza;diccionario;0;0;1;4
ridiculizado;diccionario;0;0;1;4
ridiculizar;diccionario;0;0;1;3
ridículo;diccionario;0;0;1;2
riesgo;diccionario;0;1;0;0
riesgos;diccionario;0;0;1;5
rigurosamente;diccionario;0;1;0;0
riguroso;diccionario;1;0;0;-4
riqueza;diccionario;1;0;0;-3
risa;diccionario;1;0;0;-1
risas;diccionario;0;0;1;1
robado;diccionario;1;0;0;-4
robar;diccionario;0;0;1;3
robing;diccionario;1;0;0;-3
robos;diccionario;0;0;1;1
robs;diccionario;0;0;1;1
robusto;diccionario;0;0;1;5
rofl;diccionario;0;0;1;4
roflcopter;diccionario;0;0;1;4
roflmao;diccionario;1;0;0;-3
romance;diccionario;0;0;1;1
rompió;diccionario;0;0;1;1
rotfl;diccionario;1;0;0;-3
rotflmfao;diccionario;1;0;0;-3
ROTFLOL;diccionario;0;0;1;3
roto;diccionario;0;0;1;2
rudo;diccionario;0;0;1;1
ruidoso;diccionario;0;0;1;5
ruina;diccionario;1;0;0;-5
ruptura;diccionario;1;0;0;-3
saboreando;diccionario;0;0;1;1
sabotaje;diccionario;0;0;1;1
sabroso;diccionario;1;0;0;-2
saliente;diccionario;1;0;0;-1
saluda;diccionario;1;0;0;-3
saludable;diccionario;1;0;0;-3
saludado;diccionario;0;0;1;4
saludar;diccionario;0;0;1;2
saludo;diccionario;1;0;0;-2
saludos;diccionario;1;0;0;-1
salvado;diccionario;1;0;0;-3
salvador de la vida;diccionario;0;1;0;0
salvar;diccionario;1;0;0;-5
sangriento;diccionario;0;1;0;0
sarcástico;diccionario;1;0;0;-2
satisfecho;diccionario;0;0;1;4
se ahoga;diccionario;0;0;1;2
se avecina;diccionario;1;0;0;-3
se compromete;diccionario;1;0;0;-5
se degrada;diccionario;0;0;1;4
se disculpa;diccionario;1;0;0;-4
se esconde;diccionario;0;0;1;4
se extiende;diccionario;1;0;0;-4
se queja;diccionario;0;0;1;1
Se rió;diccionario;1;0;0;-4
secuestrado;diccionario;0;0;1;2
secuestro;diccionario;0;0;1;2
secuestros;diccionario;0;0;1;1
secundario;diccionario;1;0;0;-3
sedición;diccionario;1;0;0;-3
sedicioso;diccionario;1;0;0;-3
seducir;diccionario;0;0;1;5
seguidor;diccionario;1;0;0;-4
seguro;diccionario;0;0;1;1
seguro de sí mismo;diccionario;1;0;0;-3
sensación;diccionario;0;0;1;3
sensible;diccionario;1;0;0;-3
sentencia;diccionario;0;0;1;3
sentido;diccionario;0;0;1;2
separado;diccionario;1;0;0;-3
sereno;diccionario;1;0;0;-4
serio;diccionario;1;0;0;-3
servicial;diccionario;0;0;1;3
sexy;diccionario;1;0;0;-1
shamed;diccionario;1;0;0;-5
sí;diccionario;0;0;1;4
significado;diccionario;0;0;1;1
significativo;diccionario;1;0;0;-2
silenciamiento;diccionario;1;0;0;-1
simpatía;diccionario;1;0;0;-3
simpático;diccionario;0;0;1;2
simplificada;diccionario;0;0;1;5
simplificar demasiado;diccionario;1;0;0;-5
sin acreditar;diccionario;1;0;0;-5
sin amor;diccionario;0;0;1;3
sin ánimo;diccionario;0;1;0;0
sin apoyo;diccionario;0;0;1;2
sin dientes;diccionario;1;0;0;-2
sin encanto;diccionario;0;0;1;2
sin esperanza;diccionario;0;0;1;5
sin garantía;diccionario;1;0;0;-4
sin igual;diccionario;0;0;1;5
sin inteligencia;diccionario;0;0;1;5
sin par;diccionario;0;0;1;5
sin peligro;diccionario;1;0;0;-3
sin sentido;diccionario;0;0;1;2
sin tacha;diccionario;1;0;0;-2
sin valor;diccionario;0;0;1;4
sincera;diccionario;1;0;0;-5
sinceramente;diccionario;0;1;0;0
sinceridad;diccionario;1;0;0;-3
sincero;diccionario;1;0;0;-4
singleminded;diccionario;1;0;0;-3
slickest;diccionario;1;0;0;-5
Smiled;diccionario;1;0;0;-4
snubbing;diccionario;0;0;1;4
soborno;diccionario;1;0;0;-4
sobrecarga;diccionario;1;0;0;-1
sobrecargar;diccionario;0;0;1;1
sobrereacciona;diccionario;0;0;1;4
sobrereaccionar;diccionario;1;0;0;-1
sobrerreacción;diccionario;1;0;0;-4
sobresimplifica;diccionario;0;0;1;1
sobresimplificación;diccionario;0;0;1;2
sobreviviente;diccionario;1;0;0;-5
sobrevivió;diccionario;1;0;0;-4
socava;diccionario;0;0;1;2
socavar;diccionario;0;0;1;2
sofisticado;diccionario;0;0;1;1
sofocado;diccionario;0;0;1;1
sol;diccionario;1;0;0;-2
solemne;diccionario;0;0;1;2
solidaridad;diccionario;0;0;1;3
sólido;diccionario;0;0;1;2
solitario;diccionario;0;0;1;3
solo;diccionario;0;0;1;3
soltar;diccionario;0;0;1;5
solución;diccionario;1;0;0;-5
soluciones;diccionario;1;0;0;-5
sombrío;diccionario;1;0;0;-1
sonreír;diccionario;0;0;1;1
sonriente;diccionario;0;1;0;0
sonrisas;diccionario;0;0;1;2
soportado;diccionario;0;1;0;0
soportes;diccionario;0;0;1;1
sorprende;diccionario;0;0;1;3
sorprendido;diccionario;0;1;0;0
sosegado;diccionario;1;0;0;-3
sospecha;diccionario;1;0;0;-2
sospechando;diccionario;0;0;1;5
sospechar;diccionario;0;0;1;4
sospechosos;diccionario;1;0;0;-1
spammer;diccionario;0;0;1;2
squelched;diccionario;1;0;0;-3
subestimaciones;diccionario;0;0;1;3
subestimado;diccionario;0;0;1;2
subestimar;diccionario;0;0;1;2
subsidios;diccionario;1;0;0;-2
subversivo;diccionario;0;0;1;2
suciedad;diccionario;1;0;0;-5
sucio;diccionario;0;1;0;0
suelto;diccionario;1;0;0;-4
sueño;diccionario;0;0;1;1
Sueños;diccionario;0;0;1;1
suerte;diccionario;1;0;0;-2
suficiente;diccionario;1;0;0;-3
sufre;diccionario;0;1;0;0
sufrimiento;diccionario;0;0;1;4
sufrir;diccionario;0;0;1;3
suicida;diccionario;0;0;1;1
suicidio;diccionario;0;0;1;4
súper;diccionario;0;1;0;0
superar a;diccionario;0;0;1;2
superior;diccionario;0;0;1;1
suspender;diccionario;0;0;1;4
suspendido;diccionario;0;1;0;0
suspicaz;diccionario;1;0;0;-2
suspiro;diccionario;0;0;1;2
sustancial;diccionario;0;0;1;4
sustancialmente;diccionario;1;0;0;-1
susto;diccionario;0;0;1;2
tacaño;diccionario;0;0;1;1
tapas;diccionario;0;1;0;0
tard;diccionario;0;1;0;0
tedio;diccionario;1;0;0;-2
telar;diccionario;0;0;1;3
telares;diccionario;1;0;0;-3
temblante;diccionario;0;1;0;0
temblor;diccionario;0;1;0;0
tembloroso;diccionario;0;0;1;2
temerario;diccionario;1;0;0;-2
temeroso;diccionario;1;0;0;-5
temible;diccionario;0;0;1;2
temido;diccionario;0;0;1;3
temiendo;diccionario;0;0;1;4
temperamental;diccionario;0;0;1;2
tensión;diccionario;0;0;1;5
tenso;diccionario;1;0;0;-2
tergiversación;diccionario;0;1;0;0
terrible;diccionario;0;0;1;1
terriblemente;diccionario;1;0;0;-4
terror;diccionario;0;1;0;0
tesoro;diccionario;0;0;1;3
tesoros;diccionario;0;0;1;2
tetas;diccionario;0;0;1;3
tiempo;diccionario;1;0;0;-2
tímido;diccionario;0;1;0;0
timorato;diccionario;1;0;0;-5
tipo;diccionario;1;0;0;-2
tolerante;diccionario;1;0;0;-1
toma de posesión;diccionario;0;0;1;1
tonto;diccionario;0;0;1;1
tontos;diccionario;1;0;0;-1
torpe;diccionario;1;0;0;-4
tortura;diccionario;0;0;1;2
torturado;diccionario;1;0;0;-5
torturas;diccionario;1;0;0;-4
totalitario;diccionario;1;0;0;-3
totalitarismo;diccionario;0;0;1;2
tragedia;diccionario;0;0;1;4
trágico;diccionario;0;0;1;5
tragona;diccionario;0;0;1;1
traición;diccionario;1;0;0;-5
traiciona;diccionario;1;0;0;-5
traicionado;diccionario;0;0;1;3
traicionar;diccionario;0;0;1;2
traicionero;diccionario;1;0;0;-1
tramado;diccionario;0;0;1;5
trampa;diccionario;1;0;0;-5
tramposo;diccionario;1;0;0;-4
tramposos;diccionario;0;0;1;5
tranquiliza;diccionario;0;0;1;2
tranquilizado;diccionario;1;0;0;-2
tranquilizador;diccionario;0;0;1;1
tranquilizar;diccionario;0;0;1;5
tranquilo;diccionario;0;0;1;1
trapacero;diccionario;1;0;0;-2
trastornado;diccionario;0;0;1;1
trastornador;diccionario;0;0;1;5
trastorno;diccionario;1;0;0;-4
trastornos;diccionario;1;0;0;-3
trauma;diccionario;0;1;0;0
traumático;diccionario;1;0;0;-4
travesura;diccionario;0;1;0;0
treasonous;diccionario;1;0;0;-4
trémulo;diccionario;1;0;0;-4
triste;diccionario;0;0;1;1
tristemente;diccionario;1;0;0;-4
triunfante;diccionario;1;0;0;-4
triunfo;diccionario;1;0;0;-4
tugurio;diccionario;0;0;1;5
tumba;diccionario;0;0;1;5
tumor;diccionario;0;0;1;1
túnica;diccionario;1;0;0;-5
una vez en la vida;diccionario;1;0;0;-2
unido;diccionario;0;0;1;5
unificada;diccionario;0;0;1;2
unirse;diccionario;1;0;0;-4
unresearched;diccionario;0;0;1;5
urgente;diccionario;0;1;0;0
útil;diccionario;0;0;1;3
utilidad;diccionario;0;0;1;1
vacilante;diccionario;0;0;1;5
vacilar;diccionario;1;0;0;-4
vacío;diccionario;1;0;0;-5
vago;diccionario;0;0;1;1
valida;diccionario;1;0;0;-3
validado;diccionario;1;0;0;-3
validar;diccionario;0;0;1;4
valiente;diccionario;1;0;0;-3
valientemente;diccionario;0;1;0;0
valor;diccionario;0;0;1;4
vano;diccionario;1;0;0;-4
vejación;diccionario;0;0;1;2
vencido;diccionario;0;1;0;0
veneno;diccionario;0;0;1;1
venenos;diccionario;0;0;1;5
venganza;diccionario;0;0;1;4
vengativo;diccionario;0;0;1;1
ventaja;diccionario;0;1;0;0
ventajas;diccionario;1;0;0;-1
ventilador;diccionario;0;0;1;5
veredicto;diccionario;1;0;0;-1
veredictos;diccionario;0;0;1;5
vergonzoso;diccionario;1;0;0;-3
vergüenza;diccionario;0;0;1;4
vestíbulo;diccionario;0;0;1;5
vibrante;diccionario;0;0;1;3
vicioso;diccionario;0;0;1;2
víctima;diccionario;1;0;0;-2
víctimas;diccionario;0;0;1;5
víctimas mortales;diccionario;1;0;0;-3
victimiza;diccionario;0;0;1;3
victimizadora;diccionario;1;0;0;-1
victimizar;diccionario;0;0;1;3
victorias;diccionario;1;0;0;-4
victorioso;diccionario;1;0;0;-2
vigilante;diccionario;0;0;1;4
vil;diccionario;1;0;0;-2
vindicado;diccionario;0;0;1;1
vindicar;diccionario;1;0;0;-3
viola;diccionario;0;0;1;3
violación;diccionario;0;0;1;1
violado;diccionario;1;0;0;-5
violador;diccionario;0;0;1;2
violar;diccionario;1;0;0;-1
violencia;diccionario;0;0;1;2
violento;diccionario;1;0;0;-3
virtuoso;diccionario;0;0;1;1
virulento;diccionario;0;0;1;5
visión;diccionario;1;0;0;-3
visionario;diccionario;0;0;1;4
visiones;diccionario;0;0;1;3
vitalidad;diccionario;0;0;1;4
vitamina;diccionario;0;0;1;3
vitriólico;diccionario;1;0;0;-4
viudo;diccionario;0;0;1;2
viva;diccionario;0;0;1;2
vivaz;diccionario;0;0;1;2
vociferante;diccionario;1;0;0;-4
vulnerabilidad;diccionario;1;0;0;-1
vulnerable;diccionario;1;0;0;-2
WINWIN;diccionario;1;0;0;-3
won;diccionario;0;0;1;4
woohoo;diccionario;1;0;0;-2
wooo;diccionario;0;0;1;1
woow;diccionario;1;0;0;-5
wOWOW;diccionario;1;0;0;-2
wowww;diccionario;0;0;1;1
wtf;diccionario;1;0;0;-5
yeees;diccionario;0;0;1;4
FALSO;diccionario;0;1;0;0
–;agente;1;0;0;-2
•;agente;0;1;0;0
aaron;agente;0;0;1;3
abajo;agente;1;0;0;-4
abono;agente;1;0;0;-2
aborto;agente;0;0;1;1
abre;agente;1;0;0;-2
acabamos;agente;1;0;0;-1
acceder;agente;0;0;1;2
accederas;agente;0;0;1;2
aceptaste;agente;0;0;1;3
acerca;agente;0;1;0;0
acercandote;agente;1;0;0;-4
acercarte;agente;1;0;0;-2
acompanante;agente;0;0;1;3
acreditar;agente;0;0;1;2
activa;agente;0;0;1;2
activacion;agente;1;0;0;-2
active;agente;1;0;0;-1
actualizacion;agente;0;0;1;2
actualizar;agente;0;0;1;2
actualmente;agente;1;0;0;-5
acudir;agente;1;0;0;-2
acumular;agente;0;0;1;4
adapten;agente;1;0;0;-5
ademas;agente;0;1;0;0
adicional;agente;1;0;0;-5
adicionalmente;agente;1;0;0;-2
adjuntado;agente;0;0;1;3
adjuntando;agente;1;0;0;-5
administradorcuatrogrupopacificocompe;agente;1;0;0;-1
administradorunogrupopacificocompe;agente;1;0;0;-3
adquierelo;agente;1;0;0;-4
adquieres;agente;1;0;0;-3
adquirido;agente;1;0;0;-3
adquirir;agente;0;0;1;1
adquirirlo;agente;1;0;0;-4
adquiriste;agente;0;0;1;4
adultos;agente;0;1;0;0
aereo;agente;0;0;1;2
afganistan;agente;0;0;1;2
afiliacion;agente;0;0;1;1
afiliada;agente;0;0;1;2
afiliadas;agente;0;0;1;3
afiliados;agente;1;0;0;-5
afiliar;agente;0;0;1;5
afiliarse;agente;0;0;1;3
afiliarte;agente;0;0;1;1
afiliaste;agente;0;1;0;0
africa;agente;1;0;0;-2
agencias;agente;0;1;0;0
agradecemos;agente;1;0;0;-3
agradecere;agente;1;0;0;-4
agradeceremos;agente;0;1;0;0
ahora;agente;1;0;0;-5
ahorro;agente;1;0;0;-5
ajp;agente;1;0;0;-5
ajustan;agente;1;0;0;-1
alberto;agente;0;1;0;0
alcides;agente;0;0;1;5
aldo;agente;1;0;0;-1
alejandro;agente;0;1;0;0
alex;agente;1;0;0;-4
alexander;agente;1;0;0;-1
alexandra;agente;0;0;1;2
alfonso;agente;0;0;1;4
alfredo;agente;0;0;1;3
algun;agente;0;0;1;4
alguna;agente;0;1;0;0
alguno;agente;1;0;0;-2
ali;agente;0;0;1;3
alianza;agente;1;0;0;-1
alicia;agente;0;0;1;3
alli;agente;1;0;0;-5
alojamiento;agente;0;0;1;2
alonso;agente;0;1;0;0
alternativas;agente;0;0;1;2
ambos;agente;0;0;1;4
ambulatoria;agente;0;0;1;4
ambulatorias;agente;1;0;0;-3
america;agente;0;0;1;2
ameth;agente;1;0;0;-4
amplia;agente;1;0;0;-1
ana;agente;0;0;1;2
anais;agente;1;0;0;-2
analizar;agente;1;0;0;-4
anderson;agente;1;0;0;-4
andes;agente;1;0;0;-4
andres;agente;1;0;0;-2
angel;agente;0;0;1;5
angelica;agente;0;0;1;5
anggie;agente;0;1;0;0
annison;agente;0;1;0;0
ano;agente;0;0;1;4
anos;agente;1;0;0;-1
anthony;agente;1;0;0;-5
antiguo;agente;1;0;0;-5
antonia;agente;1;0;0;-3
antonio;agente;1;0;0;-1
anual;agente;1;0;0;-5
anula;agente;0;0;1;5
anulacion;agente;1;0;0;-1
anulada;agente;0;1;0;0
anulado;agente;0;1;0;0
apeseg;agente;1;0;0;-2
aplica;agente;0;0;1;2
aplicativo;agente;1;0;0;-1
aplique;agente;1;0;0;-5
apoderado;agente;0;0;1;4
aportado;agente;0;0;1;2
aportes;agente;1;0;0;-5
app;agente;0;0;1;2
aprobada;agente;1;0;0;-4
aprobamos;agente;0;0;1;4
aprobo;agente;1;0;0;-2
aproximado;agente;1;0;0;-2
aqui;agente;0;1;0;0
area;agente;0;0;1;1
arequipa;agente;0;0;1;4
arnaldo;agente;0;1;0;0
arona;agente;1;0;0;-2
arriba;agente;1;0;0;-4
asegurables;agente;0;1;0;0
asegurada;agente;0;0;1;3
aseguradora;agente;0;0;1;5
asegurados;agente;0;1;0;0
asesor;agente;1;0;0;-4
asesora;agente;0;0;1;3
asesorarte;agente;0;0;1;4
asesores;agente;0;1;0;0
asesoria;agente;1;0;0;-3
asi;agente;0;0;1;2
asia;agente;0;1;0;0
asientos;agente;1;0;0;-1
asignacion;agente;1;0;0;-4
asistencia;agente;1;0;0;-5
asociado;agente;0;0;1;3
astrid;agente;1;0;0;-2
atencion;agente;1;0;0;-4
atencionalclientegrupopacificocompe;agente;1;0;0;-4
atenciones;agente;0;0;1;1
atendemos;agente;1;0;0;-4
atender;agente;0;1;0;0
atenderse;agente;0;1;0;0
atenderte;agente;0;0;1;3
atendida;agente;1;0;0;-4
atendido;agente;0;0;1;1
atenta;agente;0;0;1;4
atentos;agente;1;0;0;-3
atras;agente;0;0;1;3
augusto;agente;1;0;0;-3
aun;agente;0;0;1;4
aurea;agente;1;0;0;-4
auto;agente;1;0;0;-1
automatico;agente;0;1;0;0
autorizacion;agente;1;0;0;-5
autorizados;agente;0;1;0;0
autos;agente;1;0;0;-2
auxilio;agente;1;0;0;-1
ayala;agente;0;0;1;3
ayudar;agente;0;0;1;3
ayudarte;agente;1;0;0;-2
ayude;agente;1;0;0;-1
ayudes;agente;1;0;0;-5
bajo;agente;1;0;0;-2
bancaria;agente;1;0;0;-1
banco;agente;0;0;1;2
bancos;agente;0;0;1;3
bandeja;agente;0;1;0;0
base;agente;0;0;1;4
basico;agente;1;0;0;-4
bautista;agente;1;0;0;-1
bbva;agente;0;1;0;0
bcp;agente;0;0;1;3
beatriz;agente;1;0;0;-1
benecificiarios;agente;1;0;0;-5
beneficiario;agente;1;0;0;-3
beneficiarios;agente;1;0;0;-4
bettina;agente;1;0;0;-1
bien;agente;1;0;0;-3
bienestar;agente;0;0;1;4
blanco;agente;0;0;1;4
boletas;agente;1;0;0;-4
bolognesi;agente;1;0;0;-1
bonnie;agente;0;0;1;1
bot;agente;1;0;0;-1
braithwaite;agente;0;0;1;1
brenda;agente;0;0;1;3
breve;agente;1;0;0;-5
brevedad;agente;1;0;0;-4
breves;agente;0;0;1;4
brian;agente;0;0;1;1
brinda;agente;1;0;0;-3
